_id_x,genre,age,nationalite,niveauEtudes,sessionId,__v_x,_id_y,textId,associationType,personAType,valueOneA,valueTwoA,forceA,personBType,valueOneB,valueTwoB,forceB,createdAt,__v_y
67e1ba8f55773c59ce2928f1,homme,23,ITA,bac+3,d2d3d9a9-2f34-4b29-b08c-8d7dbf0bb543,0,67e1bce455773c59ce292916,67a51eb49d8894e943d3ff93,risk-effort,Personne âgée,0,0,1,Homme grande taille,10,10,8,2025-03-24T20:13:24.444Z,0
67e1ba8f55773c59ce2928f1,homme,23,ITA,bac+3,d2d3d9a9-2f34-4b29-b08c-8d7dbf0bb543,0,67e1bd0a55773c59ce29291c,67a243ea6d8e29a001947947,effort-reward,Enfant,4,1,2,Personne âgée,6,9,1,2025-03-24T20:14:02.073Z,0
67e1ba8f55773c59ce2928f1,homme,23,ITA,bac+3,d2d3d9a9-2f34-4b29-b08c-8d7dbf0bb543,0,67e1bd1555773c59ce292922,67a51eb49d8894e943d3ff93,risk-effort,Personne âgée,0,0,1,Homme petite taille,10,10,6,2025-03-24T20:14:13.253Z,0
67e1ba8f55773c59ce2928f1,homme,23,ITA,bac+3,d2d3d9a9-2f34-4b29-b08c-8d7dbf0bb543,0,67e1bd5f33cd8e0f85b31d73,67a243ea6d8e29a001947946,risk-reward,Femme grande taille,1,10,6,Robot,9,0,10,2025-03-24T20:15:27.475Z,0
67e1ba8f55773c59ce2928f1,homme,23,ITA,bac+3,d2d3d9a9-2f34-4b29-b08c-8d7dbf0bb543,0,67e1bd6933cd8e0f85b31d75,67a243ea6d8e29a001947944,risk-reward,Robot,10,0,10,Enfant,0,10,2,2025-03-24T20:15:37.419Z,0
67e1ba8f55773c59ce2928f1,homme,23,ITA,bac+3,d2d3d9a9-2f34-4b29-b08c-8d7dbf0bb543,0,67e1bd7233cd8e0f85b31d77,67a243ea6d8e29a001947947,effort-reward,Homme grande taille,10,9,8,Enfant,0,1,2,2025-03-24T20:15:46.827Z,0
67e1ba8f55773c59ce2928f1,homme,23,ITA,bac+3,d2d3d9a9-2f34-4b29-b08c-8d7dbf0bb543,0,67e1bd7d33cd8e0f85b31d79,67a243ea6d8e29a001947949,effort-reward,Femme petite taille,0,10,4,Robot,10,0,10,2025-03-24T20:15:57.123Z,0
67e1ba8f55773c59ce2928f1,homme,23,ITA,bac+3,d2d3d9a9-2f34-4b29-b08c-8d7dbf0bb543,0,67e1bd8c33cd8e0f85b31d7b,67a51efa18a0dfe14aac016b,risk-effort,Enfant,3,0,2,Femme grande taille,7,10,6,2025-03-24T20:16:12.468Z,0
67e1ba8f55773c59ce2928f1,homme,23,ITA,bac+3,d2d3d9a9-2f34-4b29-b08c-8d7dbf0bb543,0,67e1d2eee1e0c1c3eecd6333,67a51efa18a0dfe14aac016b,risk-effort,Enfant,5,5,2,Femme grande taille,5,5,6,2025-03-24T21:47:26.198Z,0
67e1ba8f55773c59ce2928f1,homme,23,ITA,bac+3,d2d3d9a9-2f34-4b29-b08c-8d7dbf0bb543,0,67e1d2efe1e0c1c3eecd6335,67a51efa18a0dfe14aac016b,risk-effort,Enfant,5,5,2,Femme grande taille,5,5,6,2025-03-24T21:47:27.332Z,0
67e1ba8f55773c59ce2928f1,homme,23,ITA,bac+3,d2d3d9a9-2f34-4b29-b08c-8d7dbf0bb543,0,67e1d2f2e1e0c1c3eecd6337,67a51efa18a0dfe14aac016b,risk-effort,Enfant,5,5,2,Femme grande taille,5,5,6,2025-03-24T21:47:30.784Z,0
67e1bc1c55773c59ce2928ff,homme,24,FRA,employe,32bb87b1-0fea-45f8-a052-11eee481457b,0,67e1bc7a55773c59ce292904,67a243ea6d8e29a001947944,risk-reward,Homme petite taille,4,5,6,Femme grande taille,6,5,7,2025-03-24T20:11:38.173Z,0
67e1bc1c55773c59ce2928ff,homme,24,FRA,employe,32bb87b1-0fea-45f8-a052-11eee481457b,0,67e1bc9a55773c59ce292908,67a51eb49d8894e943d3ff93,risk-effort,Femme grande taille,7,7,7,Femme petite taille,3,3,3,2025-03-24T20:12:10.602Z,0
67e1bc1c55773c59ce2928ff,homme,24,FRA,employe,32bb87b1-0fea-45f8-a052-11eee481457b,0,67e1bca955773c59ce29290c,67a243ea6d8e29a001947944,risk-reward,Enfant,0,10,1,Robot,10,0,10,2025-03-24T20:12:25.267Z,0
67e1bc1c55773c59ce2928ff,homme,24,FRA,employe,32bb87b1-0fea-45f8-a052-11eee481457b,0,67e1bcc755773c59ce292912,67a243ea6d8e29a001947947,effort-reward,Homme petite taille,7,7,6,Personne âgée,3,3,2,2025-03-24T20:12:55.707Z,0
67e1bc1c55773c59ce2928ff,homme,24,FRA,employe,32bb87b1-0fea-45f8-a052-11eee481457b,0,67e1bcd755773c59ce292914,67a243ea6d8e29a001947947,effort-reward,Femme petite taille,4,4,3,Homme grande taille,6,6,8,2025-03-24T20:13:11.323Z,0
67e1bc1c55773c59ce2928ff,homme,24,FRA,employe,32bb87b1-0fea-45f8-a052-11eee481457b,0,67e1bce955773c59ce292918,67a51e546623f6ccab523c27,risk-effort,Homme petite taille,0,0,6,Robot,10,10,10,2025-03-24T20:13:29.213Z,0
67e1bc1c55773c59ce2928ff,homme,24,FRA,employe,32bb87b1-0fea-45f8-a052-11eee481457b,0,67e1bcf255773c59ce29291a,67a51e546623f6ccab523c27,risk-effort,Enfant,4,4,1,Femme petite taille,6,6,3,2025-03-24T20:13:38.014Z,0
67e1bc1c55773c59ce2928ff,homme,24,FRA,employe,32bb87b1-0fea-45f8-a052-11eee481457b,0,67e1bd0b55773c59ce29291e,67a243ea6d8e29a001947949,effort-reward,Homme grande taille,5,5,8,Personne âgée,5,5,2,2025-03-24T20:14:03.279Z,0
67e1bc1c55773c59ce2928ff,homme,24,FRA,employe,32bb87b1-0fea-45f8-a052-11eee481457b,0,67e1bd1155773c59ce292920,67a51eb49d8894e943d3ff93,risk-effort,Homme petite taille,7,7,6,Femme petite taille,3,3,3,2025-03-24T20:14:09.948Z,0
67e1bc1c55773c59ce2928ff,homme,24,FRA,employe,32bb87b1-0fea-45f8-a052-11eee481457b,0,67e1bd2255773c59ce292924,67a243ea6d8e29a001947946,risk-reward,Homme grande taille,7,5,8,Homme petite taille,3,5,6,2025-03-24T20:14:26.763Z,0
67e1bc1c55773c59ce2928ff,homme,24,FRA,employe,32bb87b1-0fea-45f8-a052-11eee481457b,0,67e1bd2b55773c59ce292926,67a243ea6d8e29a001947949,effort-reward,Homme petite taille,6,6,6,Personne âgée,4,4,2,2025-03-24T20:14:35.932Z,0
67e1bc1c55773c59ce2928ff,homme,24,FRA,employe,32bb87b1-0fea-45f8-a052-11eee481457b,0,67e1bd3155773c59ce292928,67a243ea6d8e29a001947945,risk-reward,Robot,10,0,10,Femme petite taille,0,10,3,2025-03-24T20:14:41.333Z,0
67e1bc1c55773c59ce2928ff,homme,24,FRA,employe,32bb87b1-0fea-45f8-a052-11eee481457b,0,67e1bd3755773c59ce29292a,67a243ea6d8e29a001947948,effort-reward,Personne âgée,5,5,2,Femme grande taille,5,5,7,2025-03-24T20:14:47.453Z,0
67e1bc1c55773c59ce2928ff,homme,24,FRA,employe,32bb87b1-0fea-45f8-a052-11eee481457b,0,67e1bd3f55773c59ce29292c,67a51efa18a0dfe14aac016b,risk-effort,Robot,10,10,10,Personne âgée,0,0,2,2025-03-24T20:14:55.088Z,0
67e1bc1c55773c59ce2928ff,homme,24,FRA,employe,32bb87b1-0fea-45f8-a052-11eee481457b,0,67e1bd4355773c59ce29292e,67a243ea6d8e29a001947948,effort-reward,Robot,10,0,10,Personne âgée,0,10,2,2025-03-24T20:14:59.981Z,0
67e1bc1c55773c59ce2928ff,homme,24,FRA,employe,32bb87b1-0fea-45f8-a052-11eee481457b,0,67e1bd4955773c59ce292930,67a51efa18a0dfe14aac016b,risk-effort,Robot,10,10,10,Femme petite taille,0,0,3,2025-03-24T20:15:05.064Z,0
67e1bc1c55773c59ce2928ff,homme,24,FRA,employe,32bb87b1-0fea-45f8-a052-11eee481457b,0,67e1bd5155773c59ce292932,67a243ea6d8e29a001947946,risk-reward,Personne âgée,3,4,2,Homme grande taille,7,6,8,2025-03-24T20:15:13.790Z,0
67e1bc1c55773c59ce2928ff,homme,24,FRA,employe,32bb87b1-0fea-45f8-a052-11eee481457b,0,67e1bd5655773c59ce292934,67a243ea6d8e29a001947945,risk-reward,Femme grande taille,0,10,7,Robot,10,0,10,2025-03-24T20:15:18.785Z,0
67e1c4a249a64da7597b189d,femme,21,PER,bac+2,733a8073-5e8a-4463-9bb2-5f09d76ff8db,0,67e1c55849a64da7597b18a1,67a243ea6d8e29a001947944,risk-reward,Enfant,3,4,2,Robot,7,6,7,2025-03-24T20:49:28.524Z,0
67e1c4a249a64da7597b189d,femme,21,PER,bac+2,733a8073-5e8a-4463-9bb2-5f09d76ff8db,0,67e1c59049a64da7597b18a3,67a243ea6d8e29a001947948,effort-reward,Homme petite taille,4,4,4,Femme grande taille,6,6,8,2025-03-24T20:50:24.116Z,0
67e1c4a249a64da7597b189d,femme,21,PER,bac+2,733a8073-5e8a-4463-9bb2-5f09d76ff8db,0,67e1c5c849a64da7597b18a5,67a243ea6d8e29a001947946,risk-reward,Enfant,5,5,2,Personne âgée,5,5,2,2025-03-24T20:51:20.934Z,0
67e1c4a249a64da7597b189d,femme,21,PER,bac+2,733a8073-5e8a-4463-9bb2-5f09d76ff8db,0,67e1c5cc49a64da7597b18a7,67a51eb49d8894e943d3ff93,risk-effort,Homme grande taille,5,5,9,Enfant,5,5,2,2025-03-24T20:51:24.336Z,0
67e1c4a249a64da7597b189d,femme,21,PER,bac+2,733a8073-5e8a-4463-9bb2-5f09d76ff8db,0,67e1c64049a64da7597b18a9,67a243ea6d8e29a001947947,effort-reward,Robot,6,6,7,Homme grande taille,4,4,9,2025-03-24T20:53:20.329Z,0
67e1c4a249a64da7597b189d,femme,21,PER,bac+2,733a8073-5e8a-4463-9bb2-5f09d76ff8db,0,67e1c65649a64da7597b18ab,67a243ea6d8e29a001947948,effort-reward,Enfant,3,5,2,Femme petite taille,7,5,4,2025-03-24T20:53:42.332Z,0
67e1c4a249a64da7597b189d,femme,21,PER,bac+2,733a8073-5e8a-4463-9bb2-5f09d76ff8db,0,67e1c67e49a64da7597b18ad,67a243ea6d8e29a001947945,risk-reward,Homme petite taille,5,5,4,Femme grande taille,5,5,8,2025-03-24T20:54:22.933Z,0
67e1c4a249a64da7597b189d,femme,21,PER,bac+2,733a8073-5e8a-4463-9bb2-5f09d76ff8db,0,67e1c69449a64da7597b18af,67a243ea6d8e29a001947949,effort-reward,Homme petite taille,7,5,4,Enfant,3,5,2,2025-03-24T20:54:44.067Z,0
67e1c4a249a64da7597b189d,femme,21,PER,bac+2,733a8073-5e8a-4463-9bb2-5f09d76ff8db,0,67e1c6a149a64da7597b18b1,67a243ea6d8e29a001947947,effort-reward,Robot,7,5,7,Femme petite taille,3,5,4,2025-03-24T20:54:57.992Z,0
67e1c4a249a64da7597b189d,femme,21,PER,bac+2,733a8073-5e8a-4463-9bb2-5f09d76ff8db,0,67e1c6bf49a64da7597b18b3,67a243ea6d8e29a001947944,risk-reward,Personne âgée,5,5,2,Enfant,5,5,2,2025-03-24T20:55:27.342Z,0
67e1c4a249a64da7597b189d,femme,21,PER,bac+2,733a8073-5e8a-4463-9bb2-5f09d76ff8db,0,67e1c6cb49a64da7597b18b5,67a243ea6d8e29a001947949,effort-reward,Homme petite taille,7,5,4,Personne âgée,3,5,2,2025-03-24T20:55:39.053Z,0
67e1c4a249a64da7597b189d,femme,21,PER,bac+2,733a8073-5e8a-4463-9bb2-5f09d76ff8db,0,67e1c6d449a64da7597b18b7,67a51e546623f6ccab523c27,risk-effort,Homme petite taille,2,5,4,Robot,8,5,7,2025-03-24T20:55:48.845Z,0
67e1c4a249a64da7597b189d,femme,21,PER,bac+2,733a8073-5e8a-4463-9bb2-5f09d76ff8db,0,67e1c6e449a64da7597b18b9,67a51efa18a0dfe14aac016b,risk-effort,Enfant,5,4,2,Homme petite taille,5,6,4,2025-03-24T20:56:04.285Z,0
67e1c4a249a64da7597b189d,femme,21,PER,bac+2,733a8073-5e8a-4463-9bb2-5f09d76ff8db,0,67e1c70049a64da7597b18bb,67a51e546623f6ccab523c27,risk-effort,Robot,2,7,7,Femme grande taille,8,3,8,2025-03-24T20:56:32.044Z,0
67e1c4a249a64da7597b189d,femme,21,PER,bac+2,733a8073-5e8a-4463-9bb2-5f09d76ff8db,0,67e1c74649a64da7597b18bd,67a243ea6d8e29a001947945,risk-reward,Enfant,5,5,2,Robot,5,5,7,2025-03-24T20:57:42.129Z,0
67e1c4a249a64da7597b189d,femme,21,PER,bac+2,733a8073-5e8a-4463-9bb2-5f09d76ff8db,0,67e1c75149a64da7597b18bf,67a51eb49d8894e943d3ff93,risk-effort,Robot,9,3,7,Enfant,1,7,2,2025-03-24T20:57:53.584Z,0
67e1c4a249a64da7597b189d,femme,21,PER,bac+2,733a8073-5e8a-4463-9bb2-5f09d76ff8db,0,67e1c77049a64da7597b18c1,67a51efa18a0dfe14aac016b,risk-effort,Femme petite taille,5,2,4,Robot,5,8,7,2025-03-24T20:58:24.044Z,0
67e1c4a249a64da7597b189d,femme,21,PER,bac+2,733a8073-5e8a-4463-9bb2-5f09d76ff8db,0,67e1c77849a64da7597b18c3,67a243ea6d8e29a001947946,risk-reward,Enfant,2,5,2,Homme grande taille,8,5,9,2025-03-24T20:58:32.725Z,0
67e1ce6f8c30d2a75925b391,homme,25,DZA,employe,8b9d5e09-90da-4d33-b5b7-16994667641b,0,67e1cf3fe1e0c1c3eecd628d,67a243ea6d8e29a001947948,effort-reward,Femme petite taille,3,8,4,Enfant,7,2,5,2025-03-24T21:31:43.445Z,0
67e1ce6f8c30d2a75925b391,homme,25,DZA,employe,8b9d5e09-90da-4d33-b5b7-16994667641b,0,67e1cf65e1e0c1c3eecd6291,67a51efa18a0dfe14aac016b,risk-effort,Homme petite taille,2,8,5,Femme grande taille,8,2,6,2025-03-24T21:32:21.803Z,0
67e1ce6f8c30d2a75925b391,homme,25,DZA,employe,8b9d5e09-90da-4d33-b5b7-16994667641b,0,67e1cf9ce1e0c1c3eecd62b0,67a243ea6d8e29a001947946,risk-reward,Enfant,5,4,5,Femme grande taille,5,6,6,2025-03-24T21:33:16.259Z,0
67e1ce6f8c30d2a75925b391,homme,25,DZA,employe,8b9d5e09-90da-4d33-b5b7-16994667641b,0,67e1cfb4e1e0c1c3eecd62ba,67a51e546623f6ccab523c27,risk-effort,Homme grande taille,9,2,9,Femme grande taille,1,8,6,2025-03-24T21:33:40.998Z,0
67e1ce6f8c30d2a75925b391,homme,25,DZA,employe,8b9d5e09-90da-4d33-b5b7-16994667641b,0,67e1cfe0e1e0c1c3eecd62cc,67a243ea6d8e29a001947949,effort-reward,Femme petite taille,5,5,4,Personne âgée,5,5,4,2025-03-24T21:34:24.952Z,0
67e1ce6f8c30d2a75925b391,homme,25,DZA,employe,8b9d5e09-90da-4d33-b5b7-16994667641b,0,67e1d0398c30d2a75925b3b6,67a51eb49d8894e943d3ff93,risk-effort,Personne âgée,0,3,4,Homme grande taille,10,7,9,2025-03-24T21:35:53.231Z,0
67e1ce6f8c30d2a75925b391,homme,25,DZA,employe,8b9d5e09-90da-4d33-b5b7-16994667641b,0,67e1d03d8c30d2a75925b3b8,67a243ea6d8e29a001947949,effort-reward,Personne âgée,5,5,4,Femme petite taille,5,5,4,2025-03-24T21:35:57.690Z,0
67e1ce6f8c30d2a75925b391,homme,25,DZA,employe,8b9d5e09-90da-4d33-b5b7-16994667641b,0,67e1d05c8c30d2a75925b3be,67a243ea6d8e29a001947946,risk-reward,Femme grande taille,7,5,6,Personne âgée,3,5,4,2025-03-24T21:36:28.728Z,0
67e1ce6f8c30d2a75925b391,homme,25,DZA,employe,8b9d5e09-90da-4d33-b5b7-16994667641b,0,67e1d06c8c30d2a75925b3c2,67a51efa18a0dfe14aac016b,risk-effort,Femme petite taille,8,3,4,Femme grande taille,2,7,6,2025-03-24T21:36:44.766Z,0
67e1ce6f8c30d2a75925b391,homme,25,DZA,employe,8b9d5e09-90da-4d33-b5b7-16994667641b,0,67e1d0798c30d2a75925b3c4,67a243ea6d8e29a001947947,effort-reward,Femme grande taille,0,10,6,Homme grande taille,10,0,9,2025-03-24T21:36:57.006Z,0
67e1ce6f8c30d2a75925b391,homme,25,DZA,employe,8b9d5e09-90da-4d33-b5b7-16994667641b,0,67e1d07ce1e0c1c3eecd62d2,67a243ea6d8e29a001947945,risk-reward,Femme grande taille,5,5,6,Personne âgée,5,5,4,2025-03-24T21:37:00.420Z,0
67e1ce6f8c30d2a75925b391,homme,25,DZA,employe,8b9d5e09-90da-4d33-b5b7-16994667641b,0,67e1d07c8c30d2a75925b3c6,67a243ea6d8e29a001947945,risk-reward,Femme grande taille,5,5,6,Personne âgée,5,5,4,2025-03-24T21:37:00.617Z,0
67e1ce6f8c30d2a75925b391,homme,25,DZA,employe,8b9d5e09-90da-4d33-b5b7-16994667641b,0,67e1d07ee1e0c1c3eecd62d4,67a51e546623f6ccab523c27,risk-effort,Homme petite taille,5,5,5,Femme petite taille,5,5,4,2025-03-24T21:37:02.086Z,0
67e1ce6f8c30d2a75925b391,homme,25,DZA,employe,8b9d5e09-90da-4d33-b5b7-16994667641b,0,67e1d07e8c30d2a75925b3c8,67a51e546623f6ccab523c27,risk-effort,Homme petite taille,5,5,5,Femme petite taille,5,5,4,2025-03-24T21:37:02.649Z,0
67e1ce6f8c30d2a75925b391,homme,25,DZA,employe,8b9d5e09-90da-4d33-b5b7-16994667641b,0,67e1d07f8c30d2a75925b3ca,67a243ea6d8e29a001947945,risk-reward,Robot,5,5,9,Homme petite taille,5,5,5,2025-03-24T21:37:03.736Z,0
67e1ce6f8c30d2a75925b391,homme,25,DZA,employe,8b9d5e09-90da-4d33-b5b7-16994667641b,0,67e1d0808c30d2a75925b3cc,67a243ea6d8e29a001947945,risk-reward,Robot,5,5,9,Homme petite taille,5,5,5,2025-03-24T21:37:04.301Z,0
67e1ce6f8c30d2a75925b391,homme,25,DZA,employe,8b9d5e09-90da-4d33-b5b7-16994667641b,0,67e1d0808c30d2a75925b3ce,67a243ea6d8e29a001947945,risk-reward,Robot,5,5,9,Homme petite taille,5,5,5,2025-03-24T21:37:04.735Z,0
67e1ce6f8c30d2a75925b391,homme,25,DZA,employe,8b9d5e09-90da-4d33-b5b7-16994667641b,0,67e1d085e1e0c1c3eecd62d8,67a243ea6d8e29a001947948,effort-reward,Personne âgée,5,5,4,Femme petite taille,5,5,4,2025-03-24T21:37:09.665Z,0
67e1ce6f8c30d2a75925b391,homme,25,DZA,employe,8b9d5e09-90da-4d33-b5b7-16994667641b,0,67e1d086e1e0c1c3eecd62da,67a243ea6d8e29a001947948,effort-reward,Personne âgée,5,5,4,Femme petite taille,5,5,4,2025-03-24T21:37:10.058Z,0
67e1ce6f8c30d2a75925b391,homme,25,DZA,employe,8b9d5e09-90da-4d33-b5b7-16994667641b,0,67e1d0878c30d2a75925b3d0,67a51eb49d8894e943d3ff93,risk-effort,Robot,5,5,9,Femme grande taille,5,5,6,2025-03-24T21:37:11.103Z,0
